name,time,price,rsi,sharpe,action
APTV,2014/05/15,50.944,44.9896,0.0254381,buy
APTV,2014/05/23,54.0643,66.3613,0.265631,sell
CNQ,2014/05/08,32.6133,48.4164,-0.0879665,buy
CNQ,2014/05/23,33.6785,60.6737,0.075201,sell
BC,2014/03/27,41.3995,45.6626,-0.0106023,buy
BC,2014/05/23,40.241,59.7396,0.145649,sell
NWE,2014/05/02,38.3953,42.9313,-0.0767241,buy
NWE,2014/05/23,38.2971,50.7453,-0.153252,sell
XSW,2014/03/11,44.5179,48.7088,0.149749,buy
XSW,2014/05/23,40.5436,54.7138,0.11547,sell
RXI,2014/04/10,73.824,40.4945,-0.0856292,buy
RXI,2014/05/23,75.6809,58.5805,0.159467,sell
NMFC,2014/03/26,8.18,46.0512,-0.0440288,buy
NMFC,2014/05/23,8.10677,56.0966,-0.0679313,sell
ICLN,2014/04/10,9.33221,40.8788,-0.136379,buy
ICLN,2014/05/23,9.51384,57.7799,0.0739749,sell
ADS,2014/03/26,261.594,43.5591,-0.116971,buy
ADS,2014/05/23,238.893,55.0431,0.190973,sell
GME,2014/04/23,28.952,46.837,0.0969476,buy
GME,2014/05/23,27.8784,52.2488,-0.0347476,sell
BCO,2014/04/14,26.8369,41.2866,-0.0623597,buy
BCO,2014/05/23,24.7996,53.6292,0.166605,sell
CSGS,2014/04/29,22.9067,40.7141,-0.025402,buy
CSGS,2014/05/27,23.4851,54.0197,0.0479808,sell
EXPE,2014/04/07,64.99,34.1902,-0.21463,buy
EXPE,2014/05/27,69.7398,59.7745,0.193234,sell
PRI,2014/05/06,41.4469,37.3589,-0.0788885,buy
PRI,2014/05/27,42.7284,54.3126,0.0349767,sell
ONB,2014/03/27,11.9742,49.8069,0.149077,buy
ONB,2014/05/27,11.6333,53.2762,-0.00830304,sell
FE,2014/05/06,25.9784,44.9643,-0.0619065,buy
FE,2014/05/27,26.4398,56.0839,-0.0471724,sell
PINC,2014/03/19,34.5,47.9537,-0.0174884,buy
PINC,2014/05/27,29.98,53.1996,-0.0460613,sell
IPHI,2014/04/11,14.46,39.882,-0.135696,buy
IPHI,2014/05/27,15.5,59.2611,0.18196,sell
XTL,2014/03/27,51.7257,43.6509,-0.110496,buy
XTL,2014/05/27,51.4114,56.3591,0.181822,sell
AMN,2014/03/13,13.57,38.486,-0.111764,buy
AMN,2014/05/27,11.66,50.0256,-0.12883,sell
NWBI,2014/04/10,10.4753,42.982,0.0365061,buy
NWBI,2014/05/27,10.7132,56.0525,0.0963842,sell
HTLF,2014/04/10,23.9801,36.6201,-0.0856879,buy
HTLF,2014/05/27,23.1516,54.4112,0.0716432,sell
ACAD,2014/03/21,26.0099,45.4679,-0.113356,buy
ACAD,2014/05/27,20.7,55.6001,0.144036,sell
CBU,2014/05/14,30.5118,37.6547,-0.212974,buy
CBU,2014/05/27,31.3496,50.4431,-0.0543451,sell
BMI,2014/04/10,24.8404,44.7683,0.0305649,buy
BMI,2014/05/27,23.6191,53.3895,0.0100565,sell
KRNY,2014/05/01,9.69945,45.8913,-0.218028,buy
KRNY,2014/05/27,9.63172,57.2556,-0.0614938,sell
GLO,2014/05/15,6.80614,38.9647,-0.0201733,buy
GLO,2014/05/27,6.94414,56.4008,0.135602,sell
FCF,2014/05/08,7.14091,39.1023,-0.17286,buy
FCF,2014/05/27,7.45847,58.0667,0.0941253,sell
OZK,2014/04/10,28.557,38.3365,-0.177108,buy
OZK,2014/05/27,27.2485,53.8737,0.0017597,sell
SCS,2014/05/14,13.4572,43.9584,-0.126071,buy
SCS,2014/05/27,13.9538,57.0713,0.0229516,sell
FAST,2014/04/25,21.1227,46.3464,0.102654,buy
FAST,2014/05/27,20.955,50.1244,-0.0660765,sell
JDST,2014/04/25,15981.9,44.9646,-0.0392786,buy
JDST,2014/05/27,21578.5,63.8765,0.215413,sell
MKC,2014/05/06,63.83,49.986,0.0565504,buy
MKC,2014/05/27,64.8332,58.8161,-0.0160179,sell
GTN,2014/05/06,10.99,49.4791,0.204832,buy
GTN,2014/05/27,11.03,54.0506,-0.0354536,sell
ALE,2014/05/02,41.5084,39.7712,-0.190444,buy
ALE,2014/05/27,41.688,52.8189,-0.112192,sell
ZIOP,2014/04/03,4.34,43.5372,0.0264892,buy
ZIOP,2014/05/27,3.41,50.6707,0.0607447,sell
GWRE,2014/03/21,50.13,41.841,-0.038354,buy
GWRE,2014/05/27,39.8,54.5885,0.150117,sell
IJR,2014/03/26,50.2582,43.648,-0.0295854,buy
IJR,2014/05/27,50.2025,56.8189,0.0975912,sell
IJT,2014/03/26,111.037,41.5487,-0.063446,buy
IJT,2014/05/27,109.672,55.7951,0.0923785,sell
LYG,2014/05/15,3.93806,41.3961,0.0527327,buy
LYG,2014/05/28,4.14162,57.6305,0.121479,sell
WMK,2014/03/26,41.8061,43.2484,-0.0674986,buy
WMK,2014/05/28,40.3077,55.8093,0.0523102,sell
THO,2014/04/24,54.5523,46.7911,0.0350187,buy
THO,2014/05/28,53.9743,50.2251,-0.0246257,sell
DTN,2014/05/20,58.6146,47.3656,-0.019847,buy
DTN,2014/05/28,59.6224,62.3511,0.0840749,sell
YUM,2014/05/15,48.0657,41.6818,-0.167248,buy
YUM,2014/05/28,49.3947,60.5119,-0.000541474,sell
KBA,2014/04/22,21.0387,44.0508,0.00128171,buy
KBA,2014/05/28,20.8127,54.704,-0.0628432,sell
IRDM,2014/05/08,6.13,33.5302,-0.213695,buy
IRDM,2014/05/28,7.9,62.6547,0.181158,sell
WGO,2014/04/07,23.7999,38.1252,-0.214214,buy
WGO,2014/05/28,22.9837,54.5205,0.130322,sell
SPWR,2014/05/15,31.77,47.3667,0.279573,buy
SPWR,2014/05/28,33.13,56.1126,-0.00831071,sell
BG,2014/05/01,64.9925,31.99,-0.15276,buy
BG,2014/05/29,67.1405,52.5099,-0.0670197,sell
HFC,2014/05/08,40.1566,47.5211,0.115902,buy
HFC,2014/05/29,40.0809,51.5771,-0.193611,sell
FUL,2014/05/20,43.3263,44.7037,-0.10425,buy
FUL,2014/05/29,44.7188,56.3948,0.148362,sell
MLNT,2014/04/07,265,37.9676,-0.0847907,buy
MLNT,2014/05/29,241.5,56.9517,0.135282,sell
FII,2014/05/15,21.5413,36.4916,-0.223732,buy
FII,2014/05/29,22.5622,55.3214,0.0386209,sell
EPP,2014/05/20,38.7709,45.8334,-0.179949,buy
EPP,2014/05/29,39.7671,63.6475,0.185123,sell
ANIP,2014/05/08,29.72,47.9908,0.0484068,buy
ANIP,2014/05/29,32.76,59.3145,0.0783359,sell
AMP,2014/05/15,94.2059,47.3855,0.115918,buy
AMP,2014/05/29,98.2012,60.5919,0.0820815,sell
FLR,2014/05/16,65.7575,37.4493,-0.29453,buy
FLR,2014/05/29,67.9039,52.6448,-0.000274513,sell
SDY,2014/05/20,58.9401,48.0022,-0.0381452,buy
SDY,2014/05/29,59.8625,60.5841,0.087223,sell
MSM,2014/05/20,73.8358,44.9295,-0.069792,buy
MSM,2014/05/29,76.4246,59.5137,0.0136712,sell
IOO,2014/05/20,33.8792,49.2125,-0.0138498,buy
IOO,2014/05/29,34.3866,60.9556,0.0736032,sell
HON,2014/05/15,77.6206,41.7803,-0.12977,buy
HON,2014/05/29,79.4362,55.0593,0.0273462,sell
SRCL,2014/05/09,113.9,49.509,0.14241,buy
SRCL,2014/05/30,114.37,57.1352,-0.121928,sell
CMA,2014/04/10,43.2387,40.7814,0.00117257,buy
CMA,2014/05/30,42.4077,54.2864,-0.00150055,sell
FXU,2014/05/20,18.9996,45.8656,-0.0474817,buy
FXU,2014/05/30,19.4897,62.475,-0.00841869,sell
ABMD,2014/03/13,26.9,38.6565,-0.0166978,buy
ABMD,2014/05/30,22.8,53.7276,0.0244649,sell
HLX,2014/05/08,23.14,48.9265,0.0859318,buy
HLX,2014/05/30,23.38,53.5162,-0.00486459,sell
XEL,2014/05/09,25.6173,44.3176,0.0335129,buy
XEL,2014/05/30,25.6256,51.9679,-0.190077,sell
ANAT,2014/05/14,96.7559,49.644,0.284773,buy
ANAT,2014/05/30,97.5825,55.0751,0.00872073,sell
PNM,2014/05/02,23.1282,44.25,-0.0284396,buy
PNM,2014/05/30,24.5699,60.2788,0.0635111,sell
D,2014/05/09,55.3395,43.3662,0.0234092,buy
D,2014/06/02,55.6175,51.5556,-0.0385768,sell
GIII,2014/04/30,35.885,46.466,-0.109295,buy
GIII,2014/06/02,37.96,61.5445,0.120191,sell
CBT,2014/05/15,49.3154,41.0959,-0.119936,buy
CBT,2014/06/02,50.2455,51.8557,-0.00555726,sell
UTX,2014/05/16,100.805,41.6899,-0.182303,buy
UTX,2014/06/02,103.286,56.9013,0.0793781,sell
EAT,2014/04/07,42.3497,41.0458,-0.169559,buy
EAT,2014/06/02,42.3413,58.1742,0.101051,sell
FCNCA,2014/05/15,212.467,34.0131,-0.246985,buy
FCNCA,2014/06/02,218.477,51.8679,-0.00152281,sell
UMBF,2014/03/27,57.3234,46.8648,0.140984,buy
UMBF,2014/06/03,52.2724,52.3933,0.027822,sell
DECK,2014/05/07,76.33,43.0072,-0.0414437,buy
DECK,2014/06/03,79.66,54.5542,-0.0213362,sell
LTXB,2014/04/10,24.1537,42.6996,0.118303,buy
LTXB,2014/06/03,22.8121,51.8738,-0.046973,sell
ITCI,2014/03/26,17.92,46.7117,0.128006,buy
ITCI,2014/06/04,16.37,57.4722,0.0773003,sell
WMT,2014/05/15,66.9945,42.109,0.0105145,buy
WMT,2014/06/04,67.2561,52.8494,-0.0297953,sell
SIVB,2014/04/04,123.59,44.7399,-0.0759068,buy
SIVB,2014/06/04,107.89,52.9142,0.185218,sell
CENX,2014/05/20,13.33,44.3364,-0.097197,buy
CENX,2014/06/04,14.3,58.4811,0.0845094,sell
CIO,2014/05/22,8.18596,46.5465,-0.0375714,buy
CIO,2014/06/04,8.26537,56.9592,0.00157675,sell
IBKR,2014/05/08,21.4322,45.5693,0.0269383,buy
IBKR,2014/06/04,22.1042,56.7885,0.023886,sell
TWI,2014/04/10,17.7734,44.1422,0.0313101,buy
TWI,2014/06/04,16.0886,50.3034,-0.0207361,sell
AEG,2014/05/14,6.1352,38.8169,0.0754847,buy
AEG,2014/06/04,6.37917,59.4365,0.00829024,sell
VNDA,2014/04/04,15.07,42.2061,0.00338663,buy
VNDA,2014/06/04,12.56,58.2066,0.00262041,sell
VAC,2014/05/20,50.3135,45.2902,-0.0652282,buy
VAC,2014/06/05,52.723,58.63,0.152071,sell
SXC,2014/04/10,20.8358,45.2122,0.158922,buy
SXC,2014/06/05,19.4777,55.9533,0.140566,sell
DLTR,2014/05/15,51.01,42.9001,0.0345606,buy
DLTR,2014/06/05,54.66,62.7502,0.14371,sell
NS,2014/05/28,33.9944,48.4651,-0.0427952,buy
NS,2014/06/05,36.2098,73.206,0.267266,sell
PSA,2014/05/02,139.871,46.1947,0.0437626,buy
PSA,2014/06/05,143.201,59.338,0.0544151,sell
PNC,2014/05/15,72.2302,43.5155,-0.108404,buy
PNC,2014/06/05,75.7176,65.3684,0.217083,sell
COWN,2014/05/15,15.32,37.5011,-0.0432614,buy
COWN,2014/06/05,16.76,58.5705,0.149768,sell
AEE,2014/05/02,32.873,43.2095,-0.036522,buy
AEE,2014/06/05,32.3906,51.8614,-0.144593,sell
DCOM,2014/03/26,14.1158,47.9629,0.105733,buy
DCOM,2014/06/05,13.0036,50.5265,-0.0320738,sell
FLS,2014/05/20,67.4678,42.8468,-0.195587,buy
FLS,2014/06/05,68.7718,51.764,-0.0305235,sell
NAV,2014/05/06,35.34,48.9439,0.260413,buy
NAV,2014/06/05,36.41,60.8959,0.137002,sell
SCHL,2014/03/17,31.6841,48.8018,0.174316,buy
SCHL,2014/06/05,29.6831,52.3474,0.0385563,sell
SRI,2014/04/29,10.4,38.8509,-0.135559,buy
SRI,2014/06/05,10.66,57.8743,0.00366776,sell
SBSI,2014/04/29,20.243,39.9864,-0.0261365,buy
SBSI,2014/06/05,19.6228,53.1277,0.0154336,sell
IPHS,2014/05/21,41.1693,44.027,0.0585519,buy
IPHS,2014/06/05,42.8304,58.0458,-0.0228092,sell
AYR,2014/05/15,12.8978,36.329,-0.219122,buy
AYR,2014/06/05,13.113,50.1321,-0.0400532,sell
NVO,2014/05/01,40.2799,46.7247,-0.10219,buy
NVO,2014/06/05,39.7409,54.2401,0.00292344,sell
ANGO,2014/06/02,14.01,47.103,0.143655,buy
ANGO,2014/06/05,14.47,57.4732,0.356552,sell
FXA,2014/05/20,87.3407,43.812,-0.134849,buy
FXA,2014/06/05,88.1819,57.6595,0.0259154,sell
COLM,2014/05/21,38.8103,46.5759,0.0195743,buy
COLM,2014/06/05,40.1338,59.2785,0.107517,sell
TXT,2014/05/20,37.7128,42.1164,-0.134158,buy
TXT,2014/06/06,39.7821,61.5575,0.151837,sell
MORN,2014/05/15,67.6427,34.1306,-0.165137,buy
MORN,2014/06/06,68.3332,51.3273,-0.0772343,sell
SBLK,2014/03/26,67.4929,49.0302,0.202103,buy
SBLK,2014/06/06,59.9274,58.5373,0.105494,sell
VNET,2014/06/04,24.7,44.9105,0.04281,buy
VNET,2014/06/06,27.43,58.3372,0.223296,sell
EGO,2014/05/27,28.0515,39.1235,-0.0987122,buy
EGO,2014/06/06,29.7307,56.5162,0.0180003,sell
INS,2014/03/03,1.99701,48.7881,0.136511,buy
INS,2014/06/06,1.43284,61.6122,0.16966,sell
AMOV,2014/05/19,16.3966,42.6209,0.038524,buy
AMOV,2014/06/06,17.0762,57.1466,0.0459296,sell
AFL,2014/05/15,27.0504,43.7885,-0.0539194,buy
AFL,2014/06/06,27.4928,55.7043,-0.00675764,sell
OLN,2014/05/20,22.2916,40.0872,-0.217449,buy
OLN,2014/06/06,23.0649,57.2156,-0.00107978,sell
TPRE,2014/04/15,15.79,44.025,0.00257215,buy
TPRE,2014/06/06,15.68,56.9427,-0.00756307,sell
NUS,2014/05/06,69.0481,42.3423,0.000823701,buy
NUS,2014/06/06,65.4472,51.2196,0.0219691,sell
TARO,2014/05/13,96.213,44.3691,0.188527,buy
TARO,2014/06/06,96.0031,53.2808,-0.118181,sell
SCHW,2014/05/15,23.6302,37.5023,-0.202206,buy
SCHW,2014/06/06,24.547,53.256,0.00428336,sell
IIIN,2014/06/03,16.913,35.7098,-0.187598,buy
IIIN,2014/06/09,18.8372,59.4258,0.0864576,sell
MTX,2014/06/03,59.5404,42.854,0.0367663,buy
MTX,2014/06/09,62.5862,61.5495,0.17286,sell
DRNA,2014/03/24,33.65,38.8452,-0.166366,buy
DRNA,2014/06/09,17.58,51.8794,0.0564937,sell
CEA,2014/04/24,14.8017,31.8766,-0.213148,buy
CEA,2014/06/09,15.014,52.014,0.188307,sell
IGT,2014/03/26,10.876,29.4429,-0.146716,buy
IGT,2014/06/09,11.427,75.9608,0.247398,sell
CCXI,2014/04/04,6.13,34.31,-0.180187,buy
CCXI,2014/06/09,5.9,61.6953,0.228417,sell
TRXC,2014/04/10,117,44.2163,-0.0268688,buy
TRXC,2014/06/09,57.85,52.0273,0.0928563,sell
TELL,2014/05/13,16.16,49.9691,0.269382,buy
TELL,2014/06/09,16.56,56.0617,-0.118061,sell
MEOH,2014/04/11,55.264,40.9268,-0.158046,buy
MEOH,2014/06/09,51.9202,51.7718,-0.0336804,sell
ABEV,2014/04/30,6.23772,36.8386,-0.0828222,buy
ABEV,2014/06/09,6.30678,52.1471,-0.0185476,sell
SCSC,2014/04/25,38.72,43.403,0.0250721,buy
SCSC,2014/06/09,38.17,55.103,0.0729388,sell
TREX,2014/05/05,17.9025,39.7848,-0.0467583,buy
TREX,2014/06/09,16.915,55.4927,0.0179777,sell
VHI,2014/01/24,12.3415,37.7228,-0.0328597,buy
VHI,2014/06/09,5.7691,53.9816,-0.0874312,sell
IMMU,2014/05/02,3.23,32.5135,-0.137974,buy
IMMU,2014/06/09,3.74,59.205,0.275596,sell
OTEX,2014/05/08,21.6371,45.6931,0.0329754,buy
OTEX,2014/06/09,22.0873,58.0961,0.130437,sell
RS,2014/05/20,61.7563,45.1856,-0.0769172,buy
RS,2014/06/09,64.3391,59.7659,0.13804,sell
OSTK,2014/03/24,20.04,42.1721,0.0954825,buy
OSTK,2014/06/10,16.38,56.1766,0.0675088,sell
PPLT,2014/06/02,139.811,43.5285,-0.00568225,buy
PPLT,2014/06/10,144.14,61.0615,0.161546,sell
CATM,2014/03/24,39.87,40.8213,0.000192033,buy
CATM,2014/06/11,31.71,53.5981,-0.0133426,sell
INFY,2014/03/12,5.99546,34.7547,-0.0966001,buy
INFY,2014/06/11,5.86166,62.1208,0.033103,sell
NOAH,2014/04/28,13.08,37.8976,-0.127012,buy
NOAH,2014/06/11,14.39,60.2864,0.126566,sell
ANTE,2014/03/14,10,39.2027,-0.0624106,buy
ANTE,2014/06/11,11.25,63.3959,0.107237,sell
SGOL,2014/05/27,12.427,33.8041,-0.160293,buy
SGOL,2014/06/12,12.497,50.7472,-0.199858,sell
SSRM,2014/05/07,9.49,41.9299,-0.227556,buy
SSRM,2014/06/12,7.8,53.1443,-0.0457912,sell
GRA,2014/05/09,70.1789,34.9037,-0.138743,buy
GRA,2014/06/13,71.472,54.2477,0.0827433,sell
WNS,2014/05/14,18.45,42.6937,0.0943822,buy
WNS,2014/06/13,18.11,51.95,-0.0410633,sell
TRP,2014/05/28,35.391,49.9353,-0.0336123,buy
TRP,2014/06/13,35.5807,57.0095,-0.0256552,sell
FEYE,2014/03/19,71.5,43.1015,0.0291822,buy
FEYE,2014/06/16,38.04,59.413,0.485781,sell
PRTA,2014/04/30,22,34.4431,-0.193015,buy
PRTA,2014/06/16,23.56,55.2939,0.246772,sell
ZYXI,2014/04/08,0.28,44.1948,-0.0586,buy
ZYXI,2014/06/17,0.35,73.7546,0.241717,sell
TECD,2014/05/29,60.26,39.4254,-0.121714,buy
TECD,2014/06/17,61.49,51.7142,-0.0755134,sell
MPAA,2014/05/30,23.82,36.1153,-0.251012,buy
MPAA,2014/06/17,24.96,51.9744,-0.0966737,sell
HFC,2014/06/10,37.9747,34.1099,-0.253537,buy
HFC,2014/06/17,39.5247,51.8222,-0.0120877,sell
TGT,2014/05/05,49.5008,44.2296,-0.0763207,buy
TGT,2014/06/17,48.45,55.421,-0.00414815,sell
SAFT,2014/05/15,40.6402,37.7767,-0.114657,buy
SAFT,2014/06/17,40.9824,51.5053,0.018245,sell
PFF,2014/06/04,28.63,45.7361,-0.0268079,buy
PFF,2014/06/17,28.8635,60.8374,0.0225683,sell
ARLP,2014/05/27,25.3715,48.3931,0.0515592,buy
ARLP,2014/06/17,25.5638,54.8248,-0.13123,sell
CCU,2014/06/04,20.6401,49.6079,0.124573,buy
CCU,2014/06/18,21.0584,58.1931,0.0990693,sell
BWX,2014/06/02,28.7159,43.073,-0.120757,buy
BWX,2014/06/18,28.9277,56.9379,0.0407824,sell
SINA,2014/03/25,61.92,36.21,-0.149853,buy
SINA,2014/06/18,46.72,50.4604,0.000285518,sell
ADES,2014/06/12,16.8142,48.9078,0.250053,buy
ADES,2014/06/18,17.6097,57.9876,0.34711,sell
MRCY,2014/05/06,12.29,38.9547,-0.151014,buy
MRCY,2014/06/18,12,50.8156,0.0213245,sell
FXU,2014/06/11,19.1687,44.884,-0.0101355,buy
FXU,2014/06/18,19.7769,66.6818,0.324605,sell
XEL,2014/06/11,25.3507,43.8286,-0.0310527,buy
XEL,2014/06/18,26.4487,66.7161,0.350992,sell
SPNS,2014/06/03,6.91494,43.2216,0.00593059,buy
SPNS,2014/06/18,7.12095,56.9091,0.0429727,sell
TX,2014/04/28,23.711,48.3875,0.133464,buy
TX,2014/06/18,22.8015,52.0762,0.0239077,sell
CRS,2014/05/21,57.1711,43.6285,-0.0367491,buy
CRS,2014/06/18,57.5894,55.4602,0.0181017,sell
PLUG,2014/04/22,6.7,48.6711,0.116528,buy
PLUG,2014/06/18,5.05,63.1078,0.160874,sell
INFN,2014/06/02,8.83,48.6834,-0.0012031,buy
INFN,2014/06/18,9.53,60.5996,0.0732292,sell
AU,2014/05/08,17.3723,47.5741,-0.10791,buy
AU,2014/06/18,15.9841,50.2376,-0.0727263,sell
TDTF,2014/06/04,23.1634,48.661,0.134491,buy
TDTF,2014/06/18,23.2826,58.4374,0.0132744,sell
AEE,2014/06/11,31.4753,40.1833,-0.0389725,buy
AEE,2014/06/18,32.7476,58.2945,0.20865,sell
DQ,2014/05/07,39.46,43.591,-0.0791083,buy
DQ,2014/06/19,29.82,54.1695,0.532752,sell
MANT,2014/05/20,25.732,42.5628,-0.0819724,buy
MANT,2014/06/19,26.4254,56.2556,0.200854,sell
D,2014/06/11,54.1072,37.6235,-0.126873,buy
D,2014/06/19,56.7363,62.3801,0.219673,sell
ARQL,2014/03/07,2.18,43.0723,0.0325443,buy
ARQL,2014/06/19,1.49,53.558,0.0992723,sell
DBB,2014/06/12,15.8319,44.1544,-0.0944624,buy
DBB,2014/06/20,16.4423,63.0041,0.208084,sell
CLB,2014/04/24,171.062,41.7053,0.0288178,buy
CLB,2014/06/20,145.586,51.1485,0.220316,sell
EIG,2014/05/15,19.2788,49.3072,0.132706,buy
EIG,2014/06/20,20.2557,59.9729,0.0947219,sell
KRG,2014/06/04,17.837,45.8495,-0.0207511,buy
KRG,2014/06/20,18.0839,57.3115,0.0543931,sell
DBA,2014/05/09,28.1807,44.2862,-0.0545109,buy
DBA,2014/06/20,27.5178,50.4743,-0.104698,sell
KMX,2014/06/12,43.87,40.3982,-0.0699017,buy
KMX,2014/06/20,52.75,79.9139,0.235239,sell
SCHZ,2014/06/04,45.2235,47.6503,0.0740448,buy
SCHZ,2014/06/20,45.3463,56.8766,0.00129895,sell
VAC,2014/06/11,51.6798,49.7516,-0.0663313,buy
VAC,2014/06/20,52.9353,59.4004,0.181329,sell
HR,2014/06/16,19.7198,45.4011,-0.0263157,buy
HR,2014/06/20,20.413,59.3033,0.255336,sell
MAC,2014/06/12,48.301,45.4046,-0.0340511,buy
MAC,2014/06/20,49.8519,62.7373,0.205922,sell
TEO,2014/06/16,14.7066,43.0203,0.127823,buy
TEO,2014/06/23,16.8377,65.2399,0.194538,sell
FCX,2014/06/12,31.1955,42.1909,-0.312288,buy
FCX,2014/06/23,33.3914,68.3512,0.198319,sell
IGIB,2014/06/17,46.9287,45.4797,-0.0894643,buy
IGIB,2014/06/24,47.0915,58.294,0.0134147,sell
BIV,2014/06/04,71.5511,49.3922,0.0865034,buy
BIV,2014/06/24,71.8318,57.0221,-0.0129859,sell
ALE,2014/06/11,40.4071,39.605,-0.0805937,buy
ALE,2014/06/24,41.4967,56.7049,-0.021299,sell
ILTB,2014/06/03,48.2009,45.8479,-0.0383289,buy
ILTB,2014/06/24,49.0707,61.2282,0.053003,sell
QLTA,2014/06/03,43.7623,45.7954,-0.0319363,buy
QLTA,2014/06/24,43.9722,57.4143,-0.0197983,sell
FISV,2014/06/12,29.77,44.5637,-0.106407,buy
FISV,2014/06/25,30.305,55.1981,0.0940661,sell
AGZ,2014/06/10,102.025,48.2484,0.117918,buy
AGZ,2014/06/25,102.324,58.3067,-0.0204474,sell
SHOO,2014/05/02,22.2001,40.7668,-0.298492,buy
SHOO,2014/06/25,21.658,60.2499,0.349019,sell
BREW,2014/05/06,14.23,36.8767,-0.102342,buy
BREW,2014/06/25,11.05,50.7959,0.0300656,sell
ISTB,2014/06/03,44.803,48.0255,0.0812136,buy
ISTB,2014/06/25,44.8521,55.4554,-0.059409,sell
I,2014/06/02,18.82,46.4424,0.0228876,buy
I,2014/06/25,18.8,52.5925,-0.122589,sell
RLGY,2014/03/12,43.7884,49.4074,0.131525,buy
RLGY,2014/06/25,34.4612,51.1195,-0.0937743,sell
GTN,2014/06/19,11.52,49.7589,0.268921,buy
GTN,2014/06/25,12.2,61.488,0.128136,sell
ATNI,2014/04/04,58.6655,44.0726,-0.131537,buy
ATNI,2014/06/26,51.4414,50.2357,0.0478959,sell
BSV,2014/06/10,72.9994,42.2085,0.0119475,buy
BSV,2014/06/26,73.1087,56.8732,-0.140242,sell
IEI,2014/06/03,111.198,48.1705,0.13258,buy
IEI,2014/06/26,111.418,57.8014,-0.116468,sell
HELE,2014/04/07,66.23,47.0556,-0.0122046,buy
HELE,2014/06/26,60.68,54.4521,0.204473,sell
KOF,2014/06/05,99.7736,48.1812,-0.12333,buy
KOF,2014/06/26,99.1555,53.0507,-0.117812,sell
AUOTY,2014/06/17,2.9357,45.6662,0.129339,buy
AUOTY,2014/06/26,3.14539,65.6094,0.173936,sell
EPP,2014/06/17,39.1583,45.3608,-0.00814336,buy
EPP,2014/06/26,39.8864,58.433,0.0280119,sell
WYNN,2014/06/09,173.449,41.4545,0.00699335,buy
WYNN,2014/06/26,181.282,55.0862,-0.145645,sell
CSGS,2014/06/17,22.6777,42.7135,0.0283915,buy
CSGS,2014/06/27,23.0448,51.5031,-0.0855088,sell
WGO,2014/06/10,22.4643,47.0222,-0.0459702,buy
WGO,2014/06/27,22.5385,54.1709,-0.0571641,sell
APTV,2014/06/12,52.0176,42.4432,0.0289262,buy
APTV,2014/06/27,52.9058,52.8173,-0.0397503,sell
NBHC,2014/06/24,18.0817,45.1844,-0.138601,buy
NBHC,2014/06/27,19.004,65.5781,0.171159,sell
TISI,2014/06/02,38.67,33.5948,-0.17694,buy
TISI,2014/06/27,40.5,53.7042,-0.0699221,sell
AMOV,2014/06/18,16.3298,42.3771,-0.0819772,buy
AMOV,2014/06/27,17.1685,59.4707,0.183281,sell
TR,2014/06/11,24.8351,48.2376,0.0795676,buy
TR,2014/06/27,25.1296,55.3829,0.00234911,sell
WIT,2014/04/22,4.44751,36.2321,-0.0944191,buy
WIT,2014/06/27,4.24277,60.8589,0.277959,sell
DLTR,2014/06/27,53.35,47.9826,0.0487148,buy
DLTR,2014/06/30,54.46,58.4831,0.136431,sell
GLPI,2014/05/13,22.9563,36.546,-0.0972576,buy
GLPI,2014/06/30,22.6493,58.0958,0.14532,sell
BCO,2014/06/24,25.205,45.1458,-0.00981255,buy
BCO,2014/06/30,26.61,59.8405,0.180334,sell
TWI,2014/06/24,15.4778,40.0524,-0.0952807,buy
TWI,2014/06/30,16.5766,58.1546,0.173672,sell
FTR,2014/05/21,56.1464,38.3477,-0.166817,buy
FTR,2014/06/30,59.5763,59.1778,0.172277,sell
AZZ,2014/06/26,39.071,35.8994,-0.151822,buy
AZZ,2014/06/30,42.8359,58.409,0.113597,sell
TELL,2014/06/24,15.76,47.0947,0.00798224,buy
TELL,2014/06/30,17.6,63.4208,0.391767,sell
ANIK,2014/06/13,44.87,43.4712,-0.0509304,buy
ANIK,2014/07/01,48.52,60.0326,0.0734424,sell
JBSS,2014/06/25,20.9703,46.4905,0.00866675,buy
JBSS,2014/07/01,22.1603,64.0725,0.329643,sell
OTEX,2014/06/25,21.4683,43.0367,0.0357609,buy
OTEX,2014/07/01,22.4725,60.2921,0.255637,sell
AXL,2014/06/24,18.6,46.7243,0.0101949,buy
AXL,2014/07/01,19.23,59.8163,0.121534,sell
SAFT,2014/06/26,40.1669,42.356,-0.119229,buy
SAFT,2014/07/01,41.3862,56.9476,0.181937,sell
ALGT,2014/06/12,103.366,43.0159,0.0234544,buy
ALGT,2014/07/01,108.291,56.875,0.052026,sell
ZUMZ,2014/06/19,27.03,43.8265,0.0351895,buy
ZUMZ,2014/07/01,28.23,56.8705,0.0503441,sell
IMMU,2014/06/23,3.55,47.5077,0.123478,buy
IMMU,2014/07/01,3.76,57.6314,0.24163,sell
MA,2014/06/12,73.0063,49.4943,0.116433,buy
MA,2014/07/01,72.8231,54.8612,-0.0467319,sell
FF,2014/05/09,12.3018,27.1812,-0.150557,buy
FF,2014/07/01,12.9038,51.4071,0.149671,sell
TOUR,2014/06/23,14.62,48.5548,-0.0227309,buy
