name,time,price,rsi,sharpe,action
ANAT,2002/07/08,54.2815,42.3206,-0.0965944,buy
ANAT,2002/09/10,45.8099,52.1426,-0.036095,sell
WMT,2002/09/03,36.4846,49.3655,0.270157,buy
WMT,2002/09/10,38.5314,60.0059,0.253806,sell
TGT,2002/08/28,23.989,47.2158,0.0515807,buy
TGT,2002/09/10,25.0231,55.0066,0.186252,sell
PXD,2002/09/03,22.8241,46.6269,0.209857,buy
PXD,2002/09/10,24.707,61.0846,0.137659,sell
RUSHA,2002/07/31,2.55381,9.58539,,buy
RUSHA,2002/09/10,2.6193,50.06,0.166045,sell
HLX,2002/08/28,9.245,47.237,-0.00820612,buy
HLX,2002/09/10,10.505,61.9104,0.269948,sell
TARO,2002/08/27,26.1636,49.1122,0.021413,buy
TARO,2002/09/11,28.0093,59.4348,0.110255,sell
TRV,2002/08/28,19.3547,45.3098,-0.047467,buy
TRV,2002/09/11,20.235,55.5258,0.194784,sell
OMC,2002/09/03,19.6569,46.421,0.186997,buy
OMC,2002/09/11,22.3913,59.0183,0.257887,sell
CDNS,2002/08/28,13.38,46.4464,0.10079,buy
CDNS,2002/09/11,14.14,54.3496,0.143087,sell
NVS,2002/08/22,24.5287,49.85,0.165752,buy
NVS,2002/09/11,24.3978,52.6227,-0.0784304,sell
PLUG,2002/08/27,59,48.4192,0.0972086,buy
PLUG,2002/09/11,61,54.8242,0.0699125,sell
XNTK,2002/08/28,10.2709,45.5451,0.027183,buy
XNTK,2002/09/11,10.5846,53.4279,0.092053,sell
AMOV,2002/09/03,1.51812,47.7599,0.205802,buy
AMOV,2002/09/11,1.59886,57.154,0.207719,sell
FTI,2002/08/28,4.07129,43.586,-0.0172007,buy
FTI,2002/09/11,4.30464,52.887,0.00255544,sell
GIII,2002/09/09,2.13333,41.0511,-0.0653526,buy
GIII,2002/09/12,2.47,61.0478,0.0774589,sell
NGG,2002/08/23,12.0473,49.9261,0.199053,buy
NGG,2002/09/12,12.4151,56.5381,-0.00564259,sell
PTC,2002/03/14,19.125,48.9302,0.00702303,buy
PTC,2002/09/12,7.05,53.8132,0.0587627,sell
ANIK,2002/09/06,1.05,45.0762,-0.00382755,buy
ANIK,2002/09/13,1.29,62.7065,0.0734762,sell
HCC,2002/09/03,5.25813,47.2248,0.283331,buy
HCC,2002/09/13,5.6539,61.517,0.178348,sell
TELL,2002/08/30,7.208,44.5519,-0.00667796,buy
TELL,2002/09/13,7.592,53.7515,-0.149413,sell
HAL,2002/09/03,5.33922,48.0281,0.244929,buy
HAL,2002/09/16,5.64874,55.3873,0.00272205,sell
MANT,2002/08/29,17.8195,49.2715,0.119021,buy
MANT,2002/09/16,19.8895,60.8429,0.126532,sell
TISI,2002/08/13,4.15,37.1844,-0.209752,buy
TISI,2002/09/16,4.05,52.3058,-0.00498335,sell
THO,2002/09/03,10.0095,45.9006,0.13892,buy
THO,2002/09/16,11.54,64.5869,0.226859,sell
OSTK,2002/07/08,12.52,42.0729,0.0188267,buy
OSTK,2002/09/17,6.75,50.4842,-0.0219105,sell
AAPL,2002/08/27,0.922826,41.2727,-0.0624268,buy
AAPL,2002/09/18,0.93339,52.2264,-0.133355,sell
ABT,2002/09/03,10.5458,44.9284,0.0349971,buy
ABT,2002/09/18,11.1353,57.4866,0.0823066,sell
HFC,2002/08/28,1.16437,49.4815,-0.00539129,buy
HFC,2002/09/18,1.24829,61.8925,0.107557,sell
AAN,2002/08/28,6.48839,47.3742,0.0471919,buy
AAN,2002/09/19,6.75697,59.141,-0.0708476,sell
SRCL,2002/06/26,17.67,44.4708,0.028259,buy
SRCL,2002/09/20,16.12,59.407,0.170019,sell
BG,2002/08/20,14.6435,43.6468,0.157919,buy
BG,2002/09/23,16.7992,65.672,0.140018,sell
BREW,2002/06/10,2.09,26.1667,-0.176325,buy
BREW,2002/09/24,1.95,52.8552,-0.0527933,sell
GWR,2002/09/05,9.19111,42.9135,-0.00133104,buy
GWR,2002/09/24,9.55111,52.787,-0.142461,sell
IMMU,2002/09/03,4.84,40.9077,0.0391882,buy
IMMU,2002/09/25,6,53.3382,-0.0146602,sell
CAKE,2002/08/05,16.3216,33.4164,-0.182079,buy
CAKE,2002/09/25,17.6528,56.6384,0.0738228,sell
TRP,2002/09/09,6.42239,47.4762,0.0121787,buy
TRP,2002/09/25,6.44008,54.7114,-0.0290904,sell
UGI,2002/09/19,6.86838,46.5167,-0.183602,buy
UGI,2002/09/26,7.44311,65.4945,0.163701,sell
EPAC,2002/09/12,9.15209,49.2142,0.200263,buy
EPAC,2002/09/26,9.19597,55.6066,-0.0363834,sell
JNJ,2002/09/03,32.9152,46.1257,0.142042,buy
JNJ,2002/09/26,34.7021,57.6751,0.0673419,sell
WMK,2002/08/28,19.7383,45.1959,-0.00387772,buy
WMK,2002/09/26,18.8739,51.7266,-0.115022,sell
CCU,2002/09/19,8.81566,49.9614,0.0445017,buy
CCU,2002/09/26,9.82279,60.8286,0.18666,sell
PSA,2002/08/09,17.5728,31.3535,-0.135849,buy
PSA,2002/09/26,18.2779,57.6754,0.17812,sell
OFG,2002/08/13,11.9306,45.0916,-0.0585035,buy
OFG,2002/09/26,11.3698,50.2225,-0.0907842,sell
MKC,2002/07/09,17.2241,42.0589,-0.124486,buy
MKC,2002/09/26,16.7245,63.8875,0.156496,sell
FL,2002/06/20,9.4994,42.993,0.171741,buy
FL,2002/09/26,6.79547,56.2924,0.0774549,sell
GME,2002/09/04,6.24796,47.2276,0.214061,buy
GME,2002/09/26,6.93657,56.7089,-0.00538399,sell
AEE,2002/09/03,18.5677,45.5139,-0.0113091,buy
AEE,2002/09/26,18.8435,53.9166,-0.052498,sell
TXT,2002/09/03,15.5003,40.0575,0.103504,buy
TXT,2002/09/26,15.6957,51.9676,-0.0719719,sell
AMKR,2002/04/26,18.5,37.8356,-0.208764,buy
AMKR,2002/09/27,2.3,53.0698,0.0584924,sell
MSA,2002/09/03,7.75607,46.9925,0.0789556,buy
MSA,2002/09/30,8.13817,56.0126,0.0339975,sell
LDL,2002/08/27,13.37,46.2844,0.0163175,buy
LDL,2002/09/30,11.8,52.3554,0.0121886,sell
REG,2002/09/17,14.7613,47.4342,-0.0368388,buy
REG,2002/09/30,14.9543,56.229,-0.167446,sell
NUS,2002/09/19,7.58174,42.0798,-0.0591225,buy
NUS,2002/10/01,8.67909,58.8488,0.125532,sell
CBU,2002/09/17,8.0908,37.7825,-0.256768,buy
CBU,2002/10/01,8.45349,55.1663,0.0400444,sell
ONB,2002/09/12,12.5318,44.2119,-0.109878,buy
ONB,2002/10/01,12.6363,52.4794,-0.0407413,sell
NWBI,2002/08/30,2.80839,46.0618,0.108419,buy
NWBI,2002/10/01,3.1454,57.9134,0.20809,sell
YUM,2002/09/11,7.87084,45.1665,0.0937014,buy
YUM,2002/10/01,7.91665,52.9373,-0.0129599,sell
NVS,2002/09/17,22.9938,40.1816,-0.252314,buy
NVS,2002/10/01,23.9456,54.4139,0.14114,sell
BCO,2002/09/04,11.0047,48.971,0.105189,buy
BCO,2002/10/01,11.0187,53.4715,-0.0379899,sell
PNC,2002/09/17,26.854,42.6507,-0.06483,buy
PNC,2002/10/01,27.2551,51.5774,0.00496992,sell
PXD,2002/09/17,22.2698,40.7027,-0.206127,buy
PXD,2002/10/01,24.3247,57.6689,0.140587,sell
AFL,2002/08/28,10.5327,47.5603,-0.0816149,buy
AFL,2002/10/01,11.3081,64.7587,0.231398,sell
IART,2002/09/03,6.81302,39.7263,0.0351853,buy
IART,2002/10/01,7.29255,55.5487,0.167053,sell
LGND,2002/06/03,71.0273,45.9486,0.0527598,buy
LGND,2002/10/01,30.3915,52.9238,0.0366406,sell
SNY,2002/08/26,16.521,49.5375,0.0608278,buy
SNY,2002/10/01,16.5101,57.4145,0.190268,sell
XEL,2002/04/25,11.9704,46.0991,0.00525318,buy
XEL,2002/10/01,4.78923,55.3236,0.122644,sell
ADS,2002/08/29,18.084,45.6763,-0.0602378,buy
ADS,2002/10/01,15.5499,51.0826,-0.0885292,sell
HAL,2002/09/19,5.10708,41.9344,-0.0854607,buy
HAL,2002/10/01,5.43594,53.3775,0.0418901,sell
INTU,2002/09/19,20.4501,46.2773,-0.0917294,buy
INTU,2002/10/01,21.7627,59.4284,0.181186,sell
DLX,2002/09/19,24.2331,49.1427,-0.0798988,buy
DLX,2002/10/01,25.1877,58.2389,0.133391,sell
ANIK,2002/09/25,1.1,45.6925,-0.0667927,buy
ANIK,2002/10/01,1.3,59.126,0.121598,sell
JBSS,2002/09/17,4.86156,46.8267,0.0329482,buy
JBSS,2002/10/02,4.95631,54.6861,-0.069643,sell
CENX,2002/08/28,9.18946,42.7558,0.122367,buy
CENX,2002/10/02,8.17,53.3393,0.0141022,sell
NGG,2002/09/26,12.2364,48.7399,0.0821382,buy
NGG,2002/10/04,12.7176,61.5968,0.215935,sell
TEO,2002/09/16,0.505088,36.8503,-0.23749,buy
TEO,2002/10/04,0.551006,57.1638,0.000650754,sell
EAT,2002/08/07,12.6031,39.5364,-0.092266,buy
EAT,2002/10/08,12.3731,50.6935,-0.0228974,sell
LYG,2002/09/03,8.35439,38.6181,-0.0698658,buy
LYG,2002/10/10,8.14232,53.6775,-0.0524767,sell
EXAS,2002/09/19,12.2,46.6149,0.0773572,buy
EXAS,2002/10/10,13.85,64.2173,0.120069,sell
INFY,2002/09/23,1.25205,43.3356,-0.0579371,buy
INFY,2002/10/10,1.49908,69.9061,0.148867,sell
ORCL,2002/08/28,8.66713,48.4479,0.00743171,buy
ORCL,2002/10/11,7.91499,54.6924,-0.0499936,sell
PPG,2002/08/28,18.0883,45.3262,-0.0502299,buy
PPG,2002/10/11,15.7361,50.4167,-0.0578851,sell
SCHL,2002/09/19,34.3598,41.5026,-0.130442,buy
SCHL,2002/10/11,39.9139,59.889,0.0373936,sell
CP,2002/07/11,14.0246,47.3423,0.0975293,buy
CP,2002/10/11,11.6917,55.8048,0.113857,sell
CB,2002/08/28,16.4889,44.8875,-0.0948752,buy
CB,2002/10/11,15.5191,51.786,-0.0749696,sell
WGO,2002/09/19,16.7379,47.8711,0.0363991,buy
WGO,2002/10/11,18.0241,59.3472,0.0122954,sell
FUL,2002/09/19,10.7151,45.003,-0.00192737,buy
FUL,2002/10/11,11.1912,54.9669,-0.0226535,sell
BBVA,2002/09/03,3.73695,42.636,0.157196,buy
BBVA,2002/10/11,3.30178,50.5781,-0.110546,sell
AEG,2002/09/03,6.54895,43.4754,0.255639,buy
AEG,2002/10/11,5.75396,56.5613,0.10356,sell
CNI,2002/07/10,6.08598,46.9521,0.0150091,buy
CNI,2002/10/11,4.85441,52.4636,-0.024858,sell
MSM,2002/07/02,12.0812,41.1889,-0.0600968,buy
MSM,2002/10/11,7.93332,55.6585,0.0552551,sell
CGNX,2002/08/28,3.32946,45.3404,0.0749806,buy
CGNX,2002/10/11,3.19694,53.9637,-0.00369736,sell
SINA,2002/09/19,2.11,48.5691,0.107524,buy
SINA,2002/10/11,2.32,60.2,0.0844872,sell
FTR,2002/09/03,23.3051,46.4113,0.108404,buy
FTR,2002/10/14,22.8914,52.6879,-0.0178162,sell
IYH,2002/09/03,37.7578,42.72,0.0934487,buy
IYH,2002/10/14,39.129,57.6219,0.0246617,sell
EAT,2002/10/10,11.7935,41.9545,-0.0481766,buy
EAT,2002/10/14,12.7181,56.0847,0.0757556,sell
XNTK,2002/09/17,9.43306,38.7537,-0.261705,buy
XNTK,2002/10/14,8.86073,50.3655,-0.151855,sell
SMTC,2002/08/28,14.05,31.6389,-0.164278,buy
SMTC,2002/10/14,11.4,51.7146,0.0949492,sell
AAPL,2002/09/30,0.901076,44.9664,-0.0337072,buy
AAPL,2002/10/14,0.917855,54.8274,0.0574722,sell
CDNS,2002/09/18,12.1,39.01,-0.235771,buy
CDNS,2002/10/14,11.42,53.0556,-0.129263,sell
WASH,2002/09/19,10.9716,44.9243,-0.0752196,buy
WASH,2002/10/14,11.1451,50.9907,-0.0621997,sell
MTD,2002/09/03,28.14,39.847,0.168411,buy
MTD,2002/10/14,28.85,56.4488,-0.0826154,sell
XLP,2002/08/28,14.1404,48.2265,0.0515306,buy
XLP,2002/10/14,13.7234,53.7932,-0.0990378,sell
ABT,2002/10/07,10.8957,46.4403,0.0896082,buy
ABT,2002/10/14,11.9927,61.8522,0.236637,sell
PTC,2002/09/19,5.25,35.1207,-0.0973729,buy
PTC,2002/10/14,5.35,51.8659,-0.0943437,sell
ABC,2002/09/17,14.0667,46.6644,0.0255991,buy
ABC,2002/10/14,15.133,58.7977,0.0613696,sell
OMC,2002/09/19,20.0032,43.8031,-0.0989817,buy
OMC,2002/10/14,20.2885,53.6228,-0.0555086,sell
ARNC,2002/09/03,40.3371,37.1052,-0.0222954,buy
ARNC,2002/10/15,37.13,54.6695,0.0266866,sell
TXT,2002/10/07,13.8832,38.3661,-0.188512,buy
TXT,2002/10/15,16.1446,57.567,0.104355,sell
FL,2002/10/01,6.31564,42.7411,0.121871,buy
FL,2002/10/15,6.36751,53.3545,0.0331634,sell
OTEX,2002/09/18,2.37708,41.2114,-0.197974,buy
OTEX,2002/10/15,2.34446,56.9694,-0.0768034,sell
COLM,2002/09/19,14.8636,46.3637,-0.18659,buy
COLM,2002/10/15,15.1561,58.3378,0.00521122,sell
CRZO,2002/09/16,4,44.1875,-0.0428097,buy
CRZO,2002/10/15,4.46,57.5903,0.0357627,sell
PBI,2002/09/03,14.9617,37.9612,0.0274652,buy
PBI,2002/10/15,14.1317,55.3956,0.0236478,sell
IJT,2002/08/28,28.4865,46.9996,0.0327483,buy
IJT,2002/10/15,27.7999,54.7926,-0.0227774,sell
TRXC,2002/05/22,120.25,35.7212,-0.129036,buy
TRXC,2002/10/15,57.2,56.5646,0.00776559,sell
TR,2002/05/30,22.9022,41.6626,-0.104527,buy
TR,2002/10/15,15.7024,51.9025,-0.0502632,sell
WMK,2002/10/07,18.037,42.5683,-0.0381354,buy
WMK,2002/10/15,19.2703,56.9989,0.0964666,sell
AMOV,2002/09/19,1.43852,35.4346,-0.161323,buy
AMOV,2002/10/15,1.49578,54.5547,-0.0468423,sell
HSC,2002/09/03,9.73452,40.8554,0.113965,buy
HSC,2002/10/15,9.64685,54.9179,0.0335751,sell
PNC,2002/10/03,23.5775,34.8195,-0.234439,buy
PNC,2002/10/15,26.2271,53.1494,-0.00854531,sell
OLN,2002/07/15,9.96998,42.7383,-0.0101692,buy
OLN,2002/10/15,8.59522,54.4411,-0.0454857,sell
FISV,2002/09/03,8.6325,44.9245,0.135231,buy
FISV,2002/10/15,7.3475,51.7884,-0.07813,sell
AFL,2002/10/09,10.1819,42.7616,-0.0552104,buy
AFL,2002/10/15,11.6379,63.0307,0.183411,sell
ERIC,2002/04/03,13.3121,38.8646,-0.210813,buy
ERIC,2002/10/15,1.77132,51.086,0.0414358,sell
CSGS,2002/06/21,19.2193,32.7627,-0.276669,buy
CSGS,2002/10/15,9.7749,54.4831,-0.0109836,sell
EPP,2002/08/28,9.08931,46.3877,0.0115485,buy
EPP,2002/10/15,8.85546,57.2193,-0.0647394,sell
SCHW,2002/09/19,6.83811,42.1288,-0.0925868,buy
SCHW,2002/10/15,7.73932,59.8449,0.0853413,sell
LMNX,2002/09/05,6.78684,49.1672,0.03634,buy
LMNX,2002/10/15,7.17369,57.517,0.0578657,sell
FII,2002/07/10,14.9703,40.6471,-0.152253,buy
FII,2002/10/15,12.8511,55.0148,-0.00588659,sell
ONB,2002/10/03,12.1587,40.1019,-0.188283,buy
ONB,2002/10/15,12.5218,55.4265,-0.0192253,sell
DLTR,2002/08/27,8.37334,36.4583,-0.176724,buy
DLTR,2002/10/15,7.94667,54.6267,0.00394703,sell
KR,2002/08/28,7.80328,46.5817,0.0119652,buy
KR,2002/10/15,5.99452,51.9043,-0.0294703,sell
NVO,2002/09/18,2.26635,45.9198,-0.087245,buy
NVO,2002/10/15,2.25056,56.3311,-0.0492954,sell
CMCSA,2002/09/03,5.97853,47.7349,0.238832,buy
CMCSA,2002/10/15,5.91659,52.5462,-0.0569341,sell
MDC,2002/08/28,13.2124,45.1248,0.0105263,buy
MDC,2002/10/15,11.9576,53.1819,-0.035544,sell
IWV,2002/08/28,37.4237,48.3722,0.029395,buy
IWV,2002/10/15,36.0364,57.4364,0.028038,sell
IOO,2002/08/28,15.1737,47.1456,0.0159453,buy
IOO,2002/10/15,14.5971,57.0059,0.0437192,sell
IUSV,2002/08/28,7.32069,48.4649,0.0185399,buy
IUSV,2002/10/15,6.96928,55.5456,-0.00784085,sell
MRCY,2002/09/19,23.68,44.8712,-0.193223,buy
MRCY,2002/10/15,24.09,55.3087,-0.00309273,sell
ANAT,2002/09/26,42.0924,34.6604,-0.131238,buy
ANAT,2002/10/15,43.4959,55.9262,-0.0368325,sell
OFG,2002/10/07,10.605,36.8019,-0.164528,buy
OFG,2002/10/15,11.4981,56.1752,0.0746913,sell
MBT,2002/09/19,1.20425,48.0208,-0.0962114,buy
MBT,2002/10/15,1.33788,64.8437,0.0848828,sell
IYY,2002/08/29,31.4568,48.6265,0.0876449,buy
IYY,2002/10/15,30.2694,57.8342,0.0230644,sell
IGT,2002/10/07,10.8508,46.4418,0.0156538,buy
IGT,2002/10/15,11.6175,58.9217,0.17327,sell
STM,2002/09/03,12.4082,39.355,0.102746,buy
STM,2002/10/15,10.9666,58.7008,0.0682194,sell
UMBF,2002/08/27,15.1597,41.1276,-0.113699,buy
UMBF,2002/10/15,14.7857,55.4634,0.0318645,sell
CBU,2002/10/07,7.85087,38.5395,-0.31918,buy
CBU,2002/10/15,8.42559,56.2309,0.0979706,sell
TECD,2002/09/05,31.95,40.5961,-0.103425,buy
TECD,2002/10/15,30.43,56.2837,0.0141855,sell
CBT,2002/08/28,16.2514,44.343,-0.029394,buy
CBT,2002/10/15,14.801,52.6324,-0.0337522,sell
DCOM,2002/08/28,9.05731,47.7615,-0.0290605,buy
DCOM,2002/10/16,7.75573,51.069,0.0486847,sell
MANT,2002/09/20,17.651,43.7417,-0.0729377,buy
MANT,2002/10/16,19.6488,58.7785,0.00446362,sell
HTLF,2002/10/11,7.34404,40.8241,-0.0234762,buy
HTLF,2002/10/16,7.46645,59.3,-0.0226025,sell
AUOTY,2002/07/25,4.73032,36.4775,-0.0149322,buy
AUOTY,2002/10/17,3.34079,51.408,-0.0264839,sell
IJR,2002/08/28,13.4978,45.5998,0.0151414,buy
IJR,2002/10/17,12.8613,52.4005,0.0244936,sell
BC,2002/09/03,18.2694,47.1478,0.202549,buy
BC,2002/10/17,16.9061,51.6165,0.00651892,sell
UTX,2002/10/04,18.1662,36.6901,-0.154285,buy
UTX,2002/10/17,20.7692,57.6536,0.0761702,sell
GRMN,2002/09/03,5.16011,35.4994,-0.0976533,buy
GRMN,2002/10/17,5.27398,50.9305,0.096808,sell
CCU,2002/10/07,8.40594,42.3049,-0.081565,buy
CCU,2002/10/17,9.90737,59.9114,0.153394,sell
COP,2002/07/10,12.3454,40.8465,0.0295424,buy
COP,2002/10/17,10.9574,54.1743,-0.0104676,sell
CEA,2002/08/27,6.22096,29.6657,-0.240327,buy
CEA,2002/10/17,5.85474,60.1444,0.0297612,sell
SHOO,2002/09/10,2.04181,40.9086,-0.0647057,buy
SHOO,2002/10/17,1.88014,55.4848,0.0534246,sell
DHI,2002/08/28,8.30888,47.0182,-0.0438333,buy
DHI,2002/10/17,7.7969,54.4004,0.0561575,sell
BCO,2002/10/03,10.2841,38.8622,-0.112678,buy
BCO,2002/10/17,10.766,55.4895,-0.00299147,sell
WCN,2002/09/03,5.03686,49.6944,0.264226,buy
WCN,2002/10/17,4.98455,51.4076,-0.0472789,sell
SLYV,2002/08/29,11.4314,49.5498,0.0484979,buy
SLYV,2002/10/18,10.6736,51.7079,-0.0463178,sell
MFA,2002/09/17,1.18526,42.7583,-0.0358275,buy
MFA,2002/10/18,1.16154,54.4923,0.0455264,sell
ARE,2002/09/19,23.5881,43.3666,-0.0727601,buy
ARE,2002/10/18,23.2248,52.6725,-0.0344099,sell
FCNCA,2002/08/30,96.8219,48.0738,0.200975,buy
FCNCA,2002/10/18,94.0922,53.357,0.0700625,sell
HR,2002/09/03,10.0327,49.7463,0.18071,buy
HR,2002/10/18,9.79001,51.2411,-0.0536272,sell
MT,2002/09/09,5.24866,44.1375,-0.109325,buy
MT,2002/10/18,4.75593,51.358,-0.0732784,sell
DDD,2002/07/12,3.66667,39.9587,0.026065,buy
DDD,2002/10/18,2.15333,54.431,-0.00828359,sell
SCSC,2002/09/03,14.5025,46.8222,0.0712397,buy
SCSC,2002/10/18,13.5,53.6924,-0.0339771,sell
GME,2002/10/07,6.24796,41.4654,-0.132043,buy
GME,2002/10/18,6.8358,56.8035,0.0383468,sell
SIVB,2002/09/03,21.77,44.0793,0.160808,buy
SIVB,2002/10/18,17.5,51.4843,0.0658677,sell
GFF,2002/07/11,14.9269,42.2355,-0.0573629,buy
GFF,2002/10/21,9.71325,54.5895,0.0558012,sell
KMX,2002/09/18,8.25,44.1203,0.0295829,buy
KMX,2002/10/21,8.75,60.2888,0.149818,sell
RES,2002/08/07,1.27503,47.4049,-0.148488,buy
RES,2002/10/21,1.04185,51.5928,-0.0168166,sell
HON,2002/08/27,18.9092,41.4617,-0.124564,buy
HON,2002/10/21,15.3961,54.5064,0.0709228,sell
BG,2002/10/17,16.6654,44.7137,0.123619,buy
BG,2002/10/21,18.7318,61.735,0.178159,sell
MLHR,2002/10/07,12.8267,44.6522,0.0550426,buy
MLHR,2002/10/21,14.1573,57.8271,0.0224769,sell
XEL,2002/10/08,4.17994,42.6699,0.0139702,buy
XEL,2002/10/21,5.49178,65.7708,0.179983,sell
EPAC,2002/10/07,8.5426,38.1403,-0.151275,buy
EPAC,2002/10/21,9.18378,56.1245,0.0398274,sell
MO,2002/08/23,4.45764,45.2373,0.068789,buy
MO,2002/10/21,4.0382,54.6957,0.0064992,sell
NHTC,2002/09/30,0.0152276,48.6529,0.0858157,buy
NHTC,2002/10/21,0.0152276,63.1821,0.097959,sell
NAV,2002/04/17,43.11,46.9234,-0.0461309,buy
NAV,2002/10/22,20.47,52.9098,0.0202621,sell
MEOH,2002/10/08,4.84544,41.287,-0.0321821,buy
MEOH,2002/10/22,5.28191,63.4673,0.111163,sell
MPAA,2002/08/30,3.2,43.4823,0.106243,buy
MPAA,2002/10/22,2.98,55.9056,0.163636,sell
FLS,2002/06/25,8.14737,37.8423,-0.233433,buy
FLS,2002/10/22,3.32172,54.6296,0.00786715,sell
GD,2002/09/30,28.5712,48.6079,0.0781019,buy
GD,2002/10/23,28.7195,53.6348,0.00468081,sell
LBAI,2002/09/03,7.12275,37.5331,0.0640092,buy
LBAI,2002/10/23,6.90064,54.4642,0.176655,sell
AAN,2002/10/04,6.61561,45.3046,-0.0138516,buy
AAN,2002/10/23,6.64388,59.0492,-0.0307188,sell
ABMD,2002/08/05,5.553,39.6079,-0.20382,buy
ABMD,2002/10/23,4.23,59.5292,0.0684643,sell
OSTK,2002/10/02,5.6,38.0804,0.0252671,buy
OSTK,2002/10/23,5.4,53.2311,-0.0983186,sell
AMN,2002/06/24,33.85,46.8851,0.0649174,buy
AMN,2002/10/24,18,51.5919,-0.0439586,sell
REG,2002/10/08,14.4285,36.9817,-0.298613,buy
REG,2002/10/24,14.9302,56.2693,0.0549896,sell
ALE,2002/09/03,12.3725,49.6533,0.248862,buy
ALE,2002/10/25,10.8443,50.7752,-0.000404245,sell
PNM,2002/09/17,7.60773,42.8044,-0.00134334,buy
PNM,2002/10/25,7.96463,57.6429,0.15088,sell
LSI,2002/09/18,12.7631,42.6439,0.00105958,buy
LSI,2002/10/25,12.5537,53.0058,-0.0606574,sell
FLR,2002/07/02,14.3201,43.0242,0.0538958,buy
FLR,2002/10/25,9.33523,50.3286,-0.0408929,sell
TELL,2002/09/17,6.88,40.6669,-0.204204,buy
TELL,2002/10/25,6.232,52.1745,0.0492483,sell
BMI,2002/09/20,2.93567,45.0011,-0.154116,buy
BMI,2002/10/25,3.07904,62.3606,0.0878807,sell
FAST,2002/09/03,3.02577,41.0504,0.104645,buy
FAST,2002/10/25,3.08568,60.1092,0.125455,sell
FBNC,2002/08/20,10.6853,49.3459,0.25315,buy
FBNC,2002/10/25,10.6778,57.5427,0.0776149,sell
INS,2002/06/20,2.64179,38.9831,-0.136409,buy
INS,2002/10/28,1.61194,62.5517,0.11386,sell
D,2002/09/03,15.2897,48.8054,0.229866,buy
D,2002/10/28,11.5921,51.8066,-0.0577666,sell
RDWR,2002/09/03,4.1955,40.7904,-0.0665611,buy
RDWR,2002/10/28,3.595,54.5115,0.253356,sell
AU,2002/10/08,20.6493,41.5616,-0.0491595,buy
AU,2002/10/29,21.7293,53.9813,-0.0279134,sell
AZZ,2002/05/28,4.1057,48.1432,-0.0594921,buy
AZZ,2002/10/29,2.48044,52.5817,-0.0920034,sell
DECK,2002/09/03,1.54333,48.2668,0.0571081,buy
DECK,2002/10/29,1.23,53.2085,-0.0942438,sell
VHI,2002/08/16,1.39188,47.7261,0.0712423,buy
VHI,2002/10/29,0.979804,52.7374,0.0647273,sell
GRA,2002/08/13,1.79809,41.6917,-0.0618843,buy
GRA,2002/10/30,1.17832,56.3114,0.05451,sell
TREX,2002/09/20,6.975,48.0785,0.0194924,buy
TREX,2002/10/30,7.2125,59.5342,0.0995725,sell
KOF,2002/09/06,16.329,42.4944,-0.0421087,buy
KOF,2002/10/30,15.4806,59.5799,0.245875,sell
GIII,2002/10/03,1.94333,37.1275,-0.101807,buy
GIII,2002/10/30,1.85,52.6463,-0.0376999,sell
MANT,2002/10/22,17.4665,40.4623,0.1037,buy
MANT,2002/10/31,19.8574,59.352,0.149671,sell
DRE,2002/09/24,9.91971,48.5823,-0.0311667,buy
DRE,2002/10/31,9.40863,52.978,0.0115134,sell
RUSHA,2002/10/02,2.45559,41.4258,0.0172344,buy
RUSHA,2002/10/31,2.67823,58.3558,0.126725,sell
EXAS,2002/10/25,13.42,48.6737,0.051375,buy
EXAS,2002/10/31,14.51,63.0248,0.222117,sell
SPTN,2002/08/26,2.30485,40.9763,-0.171263,buy
SPTN,2002/11/01,2.07962,54.6524,0.0651705,sell
AXL,2002/09/18,25.4567,49.0864,0.013963,buy
AXL,2002/11/01,20.9638,50.0593,0.0750158,sell
SPNS,2002/08/13,4.16889,46.2552,-0.0209981,buy
SPNS,2002/11/01,3.60436,55.0666,0.0859385,sell
CMA,2002/09/03,34.6393,44.4953,0.110512,buy
CMA,2002/11/01,27.5659,53.7298,0.293961,sell
WNC,2002/08/05,6.03069,33.3246,-0.231328,buy
WNC,2002/11/01,4.3475,52.3206,0.0284761,sell
FWRD,2002/08/28,12.6562,44.0213,0.0468279,buy
FWRD,2002/11/01,10.245,50.3608,-0.0087912,sell
LDL,2002/10/23,10.2,41.2098,-0.0130543,buy
LDL,2002/11/01,12.3,62.1832,0.282952,sell
RS,2002/07/15,10.5156,37.8572,-0.0765857,buy
RS,2002/11/04,8.60142,55.0266,0.083489,sell
OZK,2002/09/17,2.19483,44.1441,0.104121,buy
OZK,2002/11/04,2.31307,66.8998,0.347094,sell
TWI,2002/09/16,2.40665,38.1322,-0.01545,buy
TWI,2002/11/04,1.6121,52.149,-0.00595741,sell
AEE,2002/10/09,17.0449,33.0903,-0.186898,buy
AEE,2002/11/04,18.1839,53.0632,0.0144616,sell
RWR,2002/09/12,20.0976,46.7133,0.149896,buy
RWR,2002/11/04,19.1579,55.0188,0.152447,sell
LGND,2002/10/24,27.2755,43.7191,0.0239749,buy
LGND,2002/11/04,31.0745,56.2687,0.150974,sell
PRK,2002/09/18,41.3978,47.1178,-0.0555296,buy
PRK,2002/11/04,40.5068,58.2286,0.0591745,sell
FCX,2002/09/03,4.55278,39.6299,0.0796032,buy
